Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR14514277,2021-05-14 22:29:35,2021-05-14 21:59:58,25854527,5170905400,25854527,200,1621,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514277/SRR14514277.lite.1,SRX10859791,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955267,SAMN19129773,simple,9606,Homo sapiens,GSM5292993,,,,,,,no,,,,,GEO,SRA1231583,,public,AD0EB7C5E5222FBECD908D7B1E346F1F,DA012B20CCD466A3E1891005B33936EE
SRR14514278,2021-05-14 22:29:35,2021-05-14 21:59:57,28369809,5673961800,28369809,200,1743,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514278/SRR14514278.lite.1,SRX10859792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955268,SAMN19129772,simple,9606,Homo sapiens,GSM5292994,,,,,,,no,,,,,GEO,SRA1231583,,public,D072C7D18DD6B0FA81A3BF093BC09D48,0CE39E002B8E102C7DF7094936A6E273
SRR14514279,2021-05-14 22:29:35,2021-05-14 21:57:17,20891714,4178342800,20891714,200,1315,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514279/SRR14514279.lite.1,SRX10859793,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955270,SAMN19129771,simple,9606,Homo sapiens,GSM5292995,,,,,,,no,,,,,GEO,SRA1231583,,public,80D4F1626170C597CAB3AEDEDA30C290,4A047F91336F5B541FA604E9DED9AD0B
SRR14514280,2021-05-14 22:29:35,2021-05-14 21:58:07,24134310,4826862000,24134310,200,1500,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514280/SRR14514280.lite.1,SRX10859794,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955269,SAMN19129770,simple,9606,Homo sapiens,GSM5292996,,,,,,,no,,,,,GEO,SRA1231583,,public,2B06110E15E9971F27E35B7CBF237EF7,B4FA24268CF14A3779F0879796E5516F
SRR14514281,2021-05-14 22:29:35,2021-05-14 21:59:55,25888401,5177680200,25888401,200,1617,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514281/SRR14514281.lite.1,SRX10859795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955271,SAMN19129769,simple,9606,Homo sapiens,GSM5292997,,,,,,,no,,,,,GEO,SRA1231583,,public,E4766AA069B29D9C5F37671E17780F0B,2F27B46058E74B8C7D45FF028422FEB0
SRR14514282,2021-05-14 22:29:35,2021-05-14 21:52:40,3989865,797973000,3989865,200,255,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514282/SRR14514282.lite.1,SRX10859796,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955272,SAMN19129768,simple,9606,Homo sapiens,GSM5292998,,,,,,,no,,,,,GEO,SRA1231583,,public,2585CCD9AC2A66F743409EA57BDB3060,AF4BF6B68EA656DEEC8A84A9ED49EB13
SRR14514283,2021-05-14 22:29:35,2021-05-14 22:02:23,34231193,6846238600,34231193,200,2150,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514283/SRR14514283.lite.1,SRX10859797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955274,SAMN19129767,simple,9606,Homo sapiens,GSM5292999,,,,,,,no,,,,,GEO,SRA1231583,,public,BF8A8B423AF02C93774C6F6EA84F8A6E,F2B73E0963F4DAC99A5BD01771CEB9F5
SRR14514284,2021-05-14 22:29:35,2021-05-14 21:56:49,18542483,3708496600,18542483,200,1176,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514284/SRR14514284.lite.1,SRX10859798,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955273,SAMN19129766,simple,9606,Homo sapiens,GSM5293000,,,,,,,no,,,,,GEO,SRA1231583,,public,CE9D1A09DBEC0F1FEEA910A57E9777FF,5FC5F3B282B5DDDB2AC1A5D9F728318F
SRR14514285,2021-05-14 22:29:35,2021-05-14 22:02:10,36884276,7376855200,36884276,200,2317,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514285/SRR14514285.lite.1,SRX10859799,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955275,SAMN19129765,simple,9606,Homo sapiens,GSM5293001,,,,,,,no,,,,,GEO,SRA1231583,,public,D340B5CF13F1F89CC87CB1F1269BAC3E,025D1DED701880737C754E81C9FE9288
SRR14514286,2021-05-14 22:29:36,2021-05-14 21:59:17,24253547,4850709400,24253547,200,1543,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514286/SRR14514286.lite.1,SRX10859800,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955276,SAMN19129764,simple,9606,Homo sapiens,GSM5293002,,,,,,,no,,,,,GEO,SRA1231583,,public,5DF07AD0238331D298A71241FA4FA524,D9054719257CC30B79E63D4B8535AC16
SRR14514287,2021-05-14 22:29:36,2021-05-14 22:00:50,27096648,5419329600,27096648,200,1691,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514287/SRR14514287.lite.1,SRX10859801,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955277,SAMN19129763,simple,9606,Homo sapiens,GSM5293003,,,,,,,no,,,,,GEO,SRA1231583,,public,F650475A61B40BE372CC28FF4005FB24,D73EF6252175989DF6E7ECC9557B1DDA
SRR14514288,2021-05-14 22:29:36,2021-05-14 21:59:28,31389964,6277992800,31389964,200,1943,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514288/SRR14514288.lite.1,SRX10859802,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955278,SAMN19129762,simple,9606,Homo sapiens,GSM5293004,,,,,,,no,,,,,GEO,SRA1231583,,public,E79D5DF7ECE8F4A4E1B8F3FE26FDD73F,641A29775D65EFCB2BC8DBF63ACB754D
SRR14514289,2021-05-14 22:29:36,2021-05-14 22:01:00,28522898,5704579600,28522898,200,1809,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514289/SRR14514289.lite.1,SRX10859803,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955279,SAMN19129761,simple,9606,Homo sapiens,GSM5293005,,,,,,,no,,,,,GEO,SRA1231583,,public,49AFC55475CDDF8713EAF1DBAA7DF595,1A54773990126C606D301AF3310142BF
SRR14514290,2021-05-14 22:29:36,2021-05-14 21:58:36,25199013,5039802600,25199013,200,1568,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514290/SRR14514290.lite.1,SRX10859804,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955280,SAMN19129760,simple,9606,Homo sapiens,GSM5293006,,,,,,,no,,,,,GEO,SRA1231583,,public,21B56E58517BF0F45FD7FB035DA46E49,9F8FCBEA1BD7BCD0B441BF0000D12632
SRR14514291,2021-05-14 22:29:36,2021-05-14 21:58:42,28261809,5652361800,28261809,200,1751,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514291/SRR14514291.lite.1,SRX10859805,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955281,SAMN19129759,simple,9606,Homo sapiens,GSM5293007,,,,,,,no,,,,,GEO,SRA1231583,,public,067F584BC60E93B1D427DB49DE5F99FD,AE49A29BC521705531115601178997DA
SRR14514192,2021-05-14 22:29:33,2021-05-14 22:01:37,44160910,8832182000,44160910,200,2771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514192/SRR14514192.lite.1,SRX10859686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955163,SAMN19129658,simple,9606,Homo sapiens,GSM5292908,,,,,,,no,,,,,GEO,SRA1231583,,public,78A6D379CA47A1F6E9E3C27E016CE9FF,25DC9D085757AAC5A2B72248208B661F
SRR14514193,2021-05-14 22:29:33,2021-05-14 21:58:48,34175244,6835048800,34175244,200,2162,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514193/SRR14514193.lite.1,SRX10859687,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955164,SAMN19129657,simple,9606,Homo sapiens,GSM5292909,,,,,,,no,,,,,GEO,SRA1231583,,public,69392ADB2C35D9A7462231C8CA4C894C,B87A94F6A4D33A3933E562EB5B88EEF6
SRR14514194,2021-05-14 22:29:33,2021-05-14 21:51:58,24825710,4965142000,24825710,200,1548,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514194/SRR14514194.lite.1,SRX10859688,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955165,SAMN19129656,simple,9606,Homo sapiens,GSM5292910,,,,,,,no,,,,,GEO,SRA1231583,,public,698F36FB21D755F40713B7F028FD068B,51CDF10C7C7EC124FF7341F580CC7708
SRR14514195,2021-05-14 22:29:33,2021-05-14 21:51:44,21905046,4381009200,21905046,200,1384,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514195/SRR14514195.lite.1,SRX10859689,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955166,SAMN19129655,simple,9606,Homo sapiens,GSM5292911,,,,,,,no,,,,,GEO,SRA1231583,,public,F28E3ADA910B358E04EFCCDD94180933,BFF24C8ACBD3C6E70C78612D26DAC797
SRR14514196,2021-05-14 22:29:33,2021-05-14 21:45:26,7327184,1465436800,7327184,200,464,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514196/SRR14514196.lite.1,SRX10859690,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955167,SAMN19129654,simple,9606,Homo sapiens,GSM5292912,,,,,,,no,,,,,GEO,SRA1231583,,public,F92E067301AF861EC4802D6682FA2E4C,CE6EF274BCFE4BEB210D2811D70B6A27
SRR14514197,2021-05-14 22:29:33,2021-05-14 21:51:16,25005517,5001103400,25005517,200,1575,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514197/SRR14514197.lite.1,SRX10859691,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955168,SAMN19129653,simple,9606,Homo sapiens,GSM5292913,,,,,,,no,,,,,GEO,SRA1231583,,public,2C195B31EABFD66439DE49E972891E10,433C19322D9C8B1681A168445F0C1340
SRR14514198,2021-05-14 22:29:33,2021-05-14 21:50:02,17710118,3542023600,17710118,200,1107,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514198/SRR14514198.lite.1,SRX10859692,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955169,SAMN19129652,simple,9606,Homo sapiens,GSM5292914,,,,,,,no,,,,,GEO,SRA1231583,,public,D98F58F16BDB4D42DA274B832A24D343,9C4E6B842F14F64F553911AAE6848CEB
SRR14514199,2021-05-14 22:29:33,2021-05-14 21:51:50,23182284,4636456800,23182284,200,1473,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514199/SRR14514199.lite.1,SRX10859693,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955170,SAMN19129651,simple,9606,Homo sapiens,GSM5292915,,,,,,,no,,,,,GEO,SRA1231583,,public,F9AC2520329A27B3EB8F44E02811F71E,EAC70A506652A1BAF95E6A13F38F02F6
SRR14514200,2021-05-14 22:29:33,2021-05-14 21:53:13,31059204,6211840800,31059204,200,1948,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514200/SRR14514200.lite.1,SRX10859694,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955173,SAMN19129650,simple,9606,Homo sapiens,GSM5292916,,,,,,,no,,,,,GEO,SRA1231583,,public,F5B1E14BF33AB3E53CE06B0ABF520FE6,65F858E5CCB890AD7B3ABF489759EAA3
SRR14514201,2021-05-14 22:29:33,2021-05-14 21:52:10,28770511,5754102200,28770511,200,1795,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514201/SRR14514201.lite.1,SRX10859695,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955172,SAMN19129649,simple,9606,Homo sapiens,GSM5292917,,,,,,,no,,,,,GEO,SRA1231583,,public,400B0EB6DF88DCC3A95BCA0298929303,E7AA694C4558C011A6D1C2CB30A079F8
SRR14514202,2021-05-14 22:29:33,2021-05-14 21:52:24,25063320,5012664000,25063320,200,1559,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514202/SRR14514202.lite.1,SRX10859696,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955171,SAMN19129648,simple,9606,Homo sapiens,GSM5292918,,,,,,,no,,,,,GEO,SRA1231583,,public,82481BADEE8E817A1EA3FDAACF147CC4,C1FF32B7F4F66042B5F6E92494C1D7B3
SRR14514203,2021-05-14 22:29:33,2021-05-14 21:58:20,41143863,8228772600,41143863,200,2519,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514203/SRR14514203.lite.1,SRX10859697,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955174,SAMN19129647,simple,9606,Homo sapiens,GSM5292919,,,,,,,no,,,,,GEO,SRA1231583,,public,6DCC1F4E0DAD8A826B7E4E1C426AAA20,4C0311E9B9C05EB7DEA699644BAA348A
SRR14514204,2021-05-14 22:29:33,2021-05-14 21:52:11,26665253,5333050600,26665253,200,1682,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514204/SRR14514204.lite.1,SRX10859698,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955175,SAMN19129646,simple,9606,Homo sapiens,GSM5292920,,,,,,,no,,,,,GEO,SRA1231583,,public,B4399B37FA8A6E1D9BE98F5EDB84FAF3,17827AFDF16C2D2789269A6B8D04ADEA
SRR14514205,2021-05-14 22:29:33,2021-05-14 21:54:11,40118370,8023674000,40118370,200,2488,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514205/SRR14514205.lite.1,SRX10859699,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955176,SAMN19129645,simple,9606,Homo sapiens,GSM5292921,,,,,,,no,,,,,GEO,SRA1231583,,public,D8C97F6C1DAB081AD46598D9408A4FA9,20B2C181392665593DA71780EBADE1C3
SRR14514206,2021-05-14 22:29:33,2021-05-14 21:50:52,21274173,4254834600,21274173,200,1362,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514206/SRR14514206.lite.1,SRX10859700,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955177,SAMN19129644,simple,9606,Homo sapiens,GSM5292922,,,,,,,no,,,,,GEO,SRA1231583,,public,A338E34A023493D630D494C2C7684A82,B9D2F5915A58958B3028DE8632E3A7FC
SRR14514207,2021-05-14 22:29:33,2021-05-14 21:58:38,38701509,7740301800,38701509,200,2393,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514207/SRR14514207.lite.1,SRX10859701,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955178,SAMN19129643,simple,9606,Homo sapiens,GSM5292923,,,,,,,no,,,,,GEO,SRA1231583,,public,C7D4D82E431E690C005EBFEDCC946648,ED38B425B39D1DE1D2BE854FF87A27F3
SRR14514208,2021-05-14 22:29:33,2021-05-14 21:54:17,26340758,5268151600,26340758,200,1657,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514208/SRR14514208.lite.1,SRX10859702,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955180,SAMN19129642,simple,9606,Homo sapiens,GSM5292924,,,,,,,no,,,,,GEO,SRA1231583,,public,3396554BE56FC039DCEF749062577C79,7745AFBBC2B7E609249B9447299C7578
SRR14514209,2021-05-14 22:29:33,2021-05-14 21:55:11,33008438,6601687600,33008438,200,2091,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514209/SRR14514209.lite.1,SRX10859703,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955179,SAMN19129641,simple,9606,Homo sapiens,GSM5292925,,,,,,,no,,,,,GEO,SRA1231583,,public,0BDE5EE949E1C071EE180523E672DFBB,0E57E0417BF245A332A8C013B858D125
SRR14514210,2021-05-14 22:29:33,2021-05-14 21:52:44,25983365,5196673000,25983365,200,1622,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514210/SRR14514210.lite.1,SRX10859704,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955181,SAMN19129640,simple,9606,Homo sapiens,GSM5292926,,,,,,,no,,,,,GEO,SRA1231583,,public,9BCF03FFB1671E6FC619A6CE2D9E0FBE,E2EE12BB5DF5D378581E6D15FFFB4B5B
SRR14514211,2021-05-14 22:29:33,2021-05-14 21:52:01,23820837,4764167400,23820837,200,1487,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514211/SRR14514211.lite.1,SRX10859705,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955182,SAMN19129639,simple,9606,Homo sapiens,GSM5292927,,,,,,,no,,,,,GEO,SRA1231583,,public,C2A509CEA408170C85B91FB6F3058B23,E57F390C0490918F11AD01E87EB359FE
SRR14514212,2021-05-14 22:29:33,2021-05-14 21:57:07,39186620,7837324000,39186620,200,2463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514212/SRR14514212.lite.1,SRX10859706,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955184,SAMN19129638,simple,9606,Homo sapiens,GSM5292928,,,,,,,no,,,,,GEO,SRA1231583,,public,6AAAEBF6F28C15FFA69083F455CD2B4E,86C49BB8846641D10AA97887699A0ED0
SRR14514213,2021-05-14 22:29:33,2021-05-14 21:50:59,18852195,3770439000,18852195,200,1194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514213/SRR14514213.lite.1,SRX10859707,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955183,SAMN19129637,simple,9606,Homo sapiens,GSM5292929,,,,,,,no,,,,,GEO,SRA1231583,,public,6C56BF3C666586AA8D4540484597E6FC,CAC47F762485CA5E14C16FB02B736392
SRR14514214,2021-05-14 22:29:33,2021-05-14 21:51:40,21382941,4276588200,21382941,200,1340,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514214/SRR14514214.lite.1,SRX10859708,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955185,SAMN19129636,simple,9606,Homo sapiens,GSM5292930,,,,,,,no,,,,,GEO,SRA1231583,,public,A8BEA5D3251EB4A0663D081BCB9E1107,D6710CA6EDB769A6825A1355257E568F
SRR14514215,2021-05-14 22:29:33,2021-05-14 22:05:36,43632958,8726591600,43632958,200,2736,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514215/SRR14514215.lite.1,SRX10859709,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955188,SAMN19129635,simple,9606,Homo sapiens,GSM5292931,,,,,,,no,,,,,GEO,SRA1231583,,public,EBD4A916C0AF93F4694DA1A6E1137B70,8EFD7CAADA4AACE427AD464841C2C0F5
SRR14514216,2021-05-14 22:29:33,2021-05-14 21:53:32,28928247,5785649400,28928247,200,1812,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514216/SRR14514216.lite.1,SRX10859710,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955186,SAMN19129634,simple,9606,Homo sapiens,GSM5292932,,,,,,,no,,,,,GEO,SRA1231583,,public,2BEB2B0DA8E42C5E2315D17B1504071C,58318998AE613967F0236FA4F98FE96A
SRR14514217,2021-05-14 22:29:34,2021-05-14 21:54:34,31723883,6344776600,31723883,200,1992,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514217/SRR14514217.lite.1,SRX10859731,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955207,SAMN19129631,simple,9606,Homo sapiens,GSM5292933,,,,,,,no,,,,,GEO,SRA1231583,,public,7BF9BBB7891035B70714A3B8DB238535,170A3B3E9CAAF75F12EC805E845ADB51
SRR14514218,2021-05-14 22:29:34,2021-05-14 21:56:44,34312864,6862572800,34312864,200,2171,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514218/SRR14514218.lite.1,SRX10859732,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955208,SAMN19129630,simple,9606,Homo sapiens,GSM5292934,,,,,,,no,,,,,GEO,SRA1231583,,public,8B0E8EABBB7A6164C26BF721D98DA1B8,C69DDC2DE0B57CD10D0E62D1767B0717
SRR14514219,2021-05-14 22:29:34,2021-05-14 21:51:25,23354091,4670818200,23354091,200,1461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR014/14514/SRR14514219/SRR14514219.lite.1,SRX10859733,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP319543,PRJNA729525,3,729525,SRS8955209,SAMN19129629,simple,9606,Homo sapiens,GSM5292935,,,,,,,no,,,,,GEO,SRA1231583,,public,38255B47C93F337B0FE6C407220DE336,653714E918F7296542CE12276E612B93
